Entity,TimeWindow,Link,period_start,period_end,period_midpoint,Title,Query,TextFile,law_relevant,unep_attributed,attributable_relevant_doc,sd,env_law_score,unep_attribution_score,support_type,action_stage,evidence_level,law_justification,unep_justification,evidence_phrases
Kenya,2018-2022,https://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/10/8737.pdf,2018,2022,2020,NATIONAL CLIMATE CHANGE ACTION PLAN 2018-2022 ...,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_lse_ac_uk_NATIONAL_CLIMATE_CHANGE_ACTION_PLAN_2018_2022_.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found,No UNEP link found,[]
Kenya,2018-2022,https://www.mdpi.com/2071-1050/13/1/286,2018,2022,2020,Governing the Bioeconomy: What Role for International ...,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_mdpi_com_Governing_the_Bioeconomy_What_Role_for_Internation.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Kenya,2018-2022,https://www.nairobiconvention.org/clearinghouse/sites/default/files/UNEP%20Medium%20Term%20Strategy%202022-2025.pdf,2018,2022,2020,UNEP medium-term strategy 2022‒2025,UNEP assisted Kenya institutional support environmental law revised environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_nairobiconvention_org_UNEP_medium_term_strategy_2022_2025.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found,No relevant information found,[]
Kenya,2018-2022,https://www.oecd.org/content/dam/oecd/en/publications/reports/2019/11/oecd-environmental-performance-reviews-denmark-2019_02c12b94/1eeec492-en.pdf,2018,2022,2020,OECD Environmental Performance Reviews: Denmark 2019,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_oecd_org_OECD_Environmental_Performance_Reviews_Denmark_201.txt,False,False,False,,0.0,0.0,none,none,none,"The document does not contain explicit evidence related to Kenya's environmental law, institutional support initiatives, or internationally agreed environmental objectives for the period of 2018-2022.","There is no explicit link between UNEP and any environmental law, policy, or institutional support initiative in Kenya for the period of 2018-2022.",[]
Kenya,2018-2022,https://www.researchgate.net/publication/345312908_Corporate_Environmental_Accountability_in_International_Law,2018,2022,2020,Corporate Environmental Accountability in International Law,UNEP assisted Kenya institutional support environmental law revised environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_researchgate_net_Corporate_Environmental_Accountability_in_Internat.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Kenya during 2018-2022.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Kenya during 2018-2022.,[]
Kenya,2018-2022,https://www.sciencedirect.com/science/article/pii/S1462901118309468,2018,2022,2020,"Cleaning the air, protecting the climate: Policy, legal and ...",UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_sciencedirect_com_Cleaning_the_air_protecting_the_climate_Policy_leg.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Kenya,2018-2022,https://www.sciencedirect.com/science/article/pii/S1462901119305209,2018,2022,2020,Adaptation and development pathways for different types of ...,UNEP assisted Kenya institutional support environmental law revised environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_sciencedirect_com_Adaptation_and_development_pathways_for_different_.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Kenya,2018-2022,https://www.umweltbundesamt.de/system/files/medien/5750/publikationen/2021-06-29_texte_102-2021_voeress.pdf,2018,2022,2020,Options under International Law to Increase Resource ...,UNEP assisted Kenya institutional support environmental law revised environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_umweltbundesamt_de_Options_under_International_Law_to_Increase_Resour.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to Kenya in 2018-2022 about new or strengthened environmental policies, laws, regulations, or legal frameworks; institutional support initiatives for environmental law or governance; environmental rule of law, enforcement, compliance, access to justice, or MEA implementation; or contribution to internationally agreed environmental objectives.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Kenya during 2018-2022.,[]
Kenya,2018-2022,https://www.unep.org/ozonaction/who-we-are/about-montreal-protocol,2018,2022,2020,About Montreal Protocol,UNEP assisted Kenya institutional support environmental law revised environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_unep_org_About_Montreal_Protocol.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Kenya,2018-2022,https://www.unep.org/publications-data,2018,2022,2020,Publications & Knowledge,UNEP assisted Kenya institutional support environmental law revised environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_unep_org_Publications_Knowledge.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant evidence found,No UNEP attribution found,[]
Kenya,2018-2022,https://www.unepfi.org/wordpress/wp-content/uploads/2021/11/Climate-risk-regulation-in-Africas-financial-sector-and-related-private-sector-initiatives-Report.pdf,2018,2022,2020,Climate risk regulation in Africa's financial sector and ...,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_unepfi_org_Climate_risk_regulation_in_Africa_s_financial_sect.txt,True,False,False,,81.0,0.0,regulatory guidance,implemented,national,"The Central Bank of Kenya (CBK) issued the Guidance on Climate-Related Risk Management to commercial banks and mortgage finance companies on October 15, 2021. This guidance enables banks to integrate climate-related opportunities and risks in their governance structure, strategy, and risk management frameworks.",There is no explicit mention of UNEP supporting the development or implementation of this guidance.,"[""On October 15, 2021, Central Bank of Kenya (CBK) issued the Guidance on Climate-Related Risk Management to commercial banks and mortgage finance companies"", ""The principles provided by the Guidance on Climate-Related Risk Management are binding, with banks “required to comply”""]"
Kenya,2018-2022,https://www.unido.org/sites/default/files/files/2019-11/International_Guidelines_for_Industrial_Parks.pdf,2018,2022,2020,INTERNATIONAL GUIDELINES FOR INDUSTRIAL PARKS,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_unido_org_INTERNATIONAL_GUIDELINES_FOR_INDUSTRIAL_PARKS.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Kenya,2018-2022,https://www.unwater.org/sites/default/files/app/uploads/2018/12/SDG6_SynthesisReport2018_WaterandSanitation_04122018.pdf,2018,2022,2020,Sustainable Development Goal 6 Synthesis Report on ...,UNEP assisted Kenya institutional support environmental law revised environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_unwater_org_Sustainable_Development_Goal_6_Synthesis_Report_on.txt,False,False,False,,0.0,0.0,none,none,unclear,No evidence found,No evidence found,[]
Kenya,2018-2022,https://www.wfd.org/sites/default/files/2022-02/WFD_June2020_Wilson_EnvironmentalDemocracy_EnvironmentalInstitutions.pdf,2018,2022,2020,Environmental Institutions,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_wfd_org_Environmental_Institutions.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to Kenya during 2018-2022 about new or strengthened environmental policies, laws, regulations, or legal frameworks; institutional support initiatives for environmental law or governance; strengthening environmental rule of law, compliance, enforcement, access to justice, or MEA implementation; or contribution to internationally agreed environmental objectives.","There is no explicit link between UNEP and any environmental law, legal instrument, regulation, law, legal framework, or institutional support initiative in Kenya during 2018-2022.","[""The document is a general report on environmental institutions, laws, and governance, but does not specifically mention Kenya or any specific actions taken in Kenya during 2018-2022.""]"
