"Overton id",Title,"Translated title","Document type","Source title","Source country","Source state","Source sector","Source organisation type","Source function",Published_on,"Policy citations (excl. same source)","Policy citations (inc. same source)","Document URL","Overton URL","Source specific tags","Your tags","Top topics",Languages,"Policy authors","Related to SDGs","Document theme"
academiedessciencesfr-6478056e0edfa1f635c96f8e5c9796a1,"Les mécanismes d’adaptation de la biodiversité aux changements climatiques et leurs limites","Biodiversity adaptation mechanisms to climate change and their limitations",Publication,"Académie des Sciences",France,,"Public Sector",Government,"Learned Society|Research Centre",2017-09-25,0,0,https://www.academie-sciences.fr/les-mecanismes-dadaptation-de-la-biodiversite-aux-changements-climatiques-et-leurs-limites,https://app.overton.io/document.php?policy_document_id=academiedessciencesfr-6478056e0edfa1f635c96f8e5c9796a1,,,"Agriculture|Animal migration|Antarctica",fre,,"SDG 13: Climate Action|SDG Target 13.1|SDG 15: Life on Land|SDG Target 15.5","Impact of climate change on biodiversity"
europa-8d043e4caa74af2384c56c219bfa495d,"Remote sensing and GIS applications in mountainous areas : proceedings of the international symposium ""Remote sensing and GIS for monitoring soils and geomorphic processes to assist integrated development of mountainous land"" : working groups RS and DM, IUSS, Kathmandu, Nepal, 22-29 August 1999.",,Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2017-09-22,0,0,https://op.europa.eu/en/publication-detail/-/publication/039e5759-a19f-11e7-b92d-01aa75ed71a1/language-en/format-PDF,https://app.overton.io/document.php?policy_document_id=europa-8d043e4caa74af2384c56c219bfa495d,,,"Advanced very-high-resolution radiometer|Aerial photography|Agriculture",eng,"Slaymaker, Olav|Pikha Shrestha, Dhruba|Mulders, Michel|Joint Research Centre (European Commission)|Zinck, Alfred","SDG 15: Life on Land|SDG Target 15.4","Remote sensing and GIS applications in mountainous areas"
norad-c090aef6a96a1c91b05c1a9f3adca3da,"Real-time evaluation of Norway's International Climate and Forest Initiative. An evaluation of empowerment of indigenous peoples and forest dependent local communities through support to civil society organisations",,Publication,Norad,Norway,,"Public Sector",Government,"National Body|Government Agency|Initiative, Programme or Project",2017-09-19,2,4,https://norad.no/en/toolspublications/publications/2017/real-time-evaluation-of-norways-climate-and-forest-initiative.-empowerment-of-communities-through-support-to-ngos/,https://app.overton.io/document.php?policy_document_id=norad-c090aef6a96a1c91b05c1a9f3adca3da,,,"Amazon rainforest|Brazil|Center for International Forestry Research",eng,,"SDG 10: Reduced Inequality|SDG Target 10.2|SDG 13: Climate Action|SDG Target 13.b|SDG 15: Life on Land|SDG Target 15.2","Evaluation of Norway's International Climate and Forest Initiative"
deptofagricultureau-d7f34ebe303264db8dcfd79794a65942,"Australian Pest Animal Strategy 2017 to 2027",,Publication,"Australian Government Department of Agriculture",Australia,,"Public Sector",Government,"National Body|Government Department",2017-09-07,5,5,http://www.agriculture.gov.au/Pages/aus-pest-animal-strategy0902-3619.aspx,https://app.overton.io/document.php?policy_document_id=deptofagricultureau-d7f34ebe303264db8dcfd79794a65942,,,Assumption|Biodiversity|Biogeochemistry,eng,,"SDG 15: Life on Land|SDG Target 15.8|SDG 13: Climate Action|SDG Target 13.1|SDG Target 15.5","Global monitoring of biological invasions"
risnewdelhi-de7660ee4ff38d308b44c74247f312cb,"Blue Economy Enhancing Growth and Sustainability",,Publication,"Research and Information System For Developing Countries",India,,"Public Sector",Government,"Research Centre|Policy Centre|Arm's Length Body",2017-08-24,1,1,https://www.ris.org.in/blue-economy-enhancing-growth-and-sustainability,https://app.overton.io/document.php?policy_document_id=risnewdelhi-de7660ee4ff38d308b44c74247f312cb,,,"Aquaculture|Blue economy|Conservation biology",eng,,"SDG 14: Life Below Water|SDG Target 14.2|SDG Target 14.7","Blue Economy"
governmentofperu-fdf74542b7f95ac93677009a40f236c3,"Perspectiva Global De La Tierra","Global Earth Perspective",Publication,"Government of Peru",Peru,,"Public Sector",Government,"National Body|Public Service|Mixed Roles",2017-08-22,0,0,https://sinia.minam.gob.pe/sites/default/files/siar-puno/archivos/public/docs/glo_full_report_low_res_spanish.pdf,https://app.overton.io/document.php?policy_document_id=governmentofperu-fdf74542b7f95ac93677009a40f236c3,,,"Agriculture|Biodiversity|Biodiversity loss",spa,"Ministry of Environment","SDG 15: Life on Land|SDG Target 15.3","Sustainable land management and the importance of the Earth's health"
europa-e20d06baa593303d923c434ae9c5ae83,"The Arctic environment : European perspectives on a changing Arctic.",,Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2017-08-18,1,1,https://op.europa.eu/en/publication-detail/-/publication/85bd958e-861c-11e7-b5c6-01aa75ed71a1/language-en/format-PDF,https://app.overton.io/document.php?policy_document_id=europa-e20d06baa593303d923c434ae9c5ae83,,,"Active layer|Arctic|Arctic Council",eng,"Bock, Nikolaj|European Environment Agency (EU body or agency)","SDG 13: Climate Action|SDG Target 13.1|SDG Target 13.2","The Arctic environment and European perspectives on a changing Arctic"
efsaeu-b57ace9b76ae8b35d7dd86100ba6893e,"Assessment of listing and categorisation of animal diseases within the framework of the Animal Health Law (Regulation (EU) No 2016/429): Ebola virus disease",,Publication,EFSA,EU,,"Public Sector",Government,"National Body|Government Agency|Healthcare Service, Body or Agency|Food and Drug Safety",2017-07-18,0,0,https://www.efsa.europa.eu/en/efsajournal/pub/4890,https://app.overton.io/document.php?policy_document_id=efsaeu-b57ace9b76ae8b35d7dd86100ba6893e,,,"Airborne transmission|Bundibugyo ebolavirus|Bushmeat",eng,"Paolo Calistri|Klaus Depner|Søren Saxmose Nielsen|Jan Arend Stegeman|Hans Spoolder|Virginie Michel|Simon More|Sandra Edwards|Mohan Raj|Miguel Angel Miranda|Margaret Good|Liisa Sihvonen|Anette Bøtner|Andrew Butterworth|Bruno Garin-Bastuji|Christoph Winckler|Christian Gortázar Schmidt|Antonio Velarde|Preben Willeberg|Hans-Hermann Thulke|Dominique Bicout","SDG 3: Good Health and Well-being|SDG Target 3.3","Assessment of Ebola virus disease according to the Animal Health Law"
governmentofcolombia-ed50443ae4678af930c684e321d5ddb8,"Policy Guidelines and National Program for Payment for Environmental Services for Peacebuilding",,Publication,"Government of Colombia",Colombia,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2017-07-05,0,1,https://www.minambiente.gov.co/wp-content/uploads/2021/08/conpes-3886-de-2017.pdf,https://app.overton.io/document.php?policy_document_id=governmentofcolombia-ed50443ae4678af930c684e321d5ddb8,,,Agriculture|Agroforestry|Biodiversity,spa,"Ministerio de Ambiente y Desarrollo Sostenible","SDG 15: Life on Land|SDG Target 15.1|SDG Target 15.2","Payment for Environmental Services (PES) program"
europa-4578163a81418d4284a35e87b0c4f314,"Guidance on the application of the CLP criteria : guidance to Regulation (EC) No 1272/2008 on classification, labelling and packaging (CLP) of substances and mixtures.",,Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2017-07-05,55,55,https://op.europa.eu/en/publication-detail/-/publication/27a74816-61f7-11e7-9dbe-01aa75ed71a1/language-en/format-PDF,https://app.overton.io/document.php?policy_document_id=europa-4578163a81418d4284a35e87b0c4f314,,,"Bioconcentration|CLP Regulation|Chemical substance",eng,"European Chemicals Agency (EU body or agency)","SDG 12: Responsible Consumption and Production|SDG Target 12.4","Classification, labelling, and packaging of substances and mixtures"
europa-927334a35a0729a2049e57feb475611b,"Guidance on the application of the CLP criteria","Guidance on the application of the CLP criteria - Publications Office of the EU",Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2017-07-05,0,0,https://op.europa.eu/en/publication-detail/-/publication/27a74816-61f7-11e7-9dbe-01aa75ed71a1/language-en,https://app.overton.io/document.php?policy_document_id=europa-927334a35a0729a2049e57feb475611b,,,"Bioconcentration|CLP Regulation|Chemistry",eng,"European Chemicals Agency (EU body or agency)","SDG 12: Responsible Consumption and Production|SDG Target 12.4","Classification, labelling, and packaging of substances and mixtures"
cityofmadrid-7641831e61b1145de90e0a8021afbb64,"Guidance on the Application of the CLP Criteria",,Publication,"Comunidad de Madrid",Spain,,"Public Sector",Government,"Municipal Body|Public Service",2017-07-03,0,0,https://www.comunidad.madrid/sites/default/files/doc/sanidad/samb/guidance_on_the_applicacion_of_the_clp_criteria_2017.pdf,https://app.overton.io/document.php?policy_document_id=cityofmadrid-7641831e61b1145de90e0a8021afbb64,,,"Bioconcentration|CLP Regulation|Chemistry",eng,,"SDG 12: Responsible Consumption and Production|SDG Target 12.4","Guidance on the application of the CLP criteria for classifying, labelling, and packaging substances and mixtures"
governmentofcyprus-ba36e75d9b48f57dd2c62446d99357b6,"Guidance on the Application of the CLP Criteria",,Publication,"Government of Cyprus",Cyprus,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2017-07-03,0,0,https://www.mlsi.gov.cy/mlsi/dli/dliup.nsf/All/99B22428768FDEE4C2257E36003BF64D/$file/clp__ciriteria_en.pdf,https://app.overton.io/document.php?policy_document_id=governmentofcyprus-ba36e75d9b48f57dd2c62446d99357b6,,,"Bioconcentration|CLP Regulation|Chemistry",eng,"Ministry of Labour, Welfare and Social Insurance","SDG 12: Responsible Consumption and Production|SDG Target 12.4","Guidance on the application of the CLP criteria"
govdeptsbrazil-2f77fcdfa98d993e935584ac79db3466,"Anais De Resumos Do","Proceedings of Abstracts",Publication,"Government of Brazil",Brazil,,"Public Sector",Government,"National Body|Public Service|Mixed Roles|Government Department",2017-06-30,0,0,https://www.gov.br/gestao/pt-br/assuntos/patrimonio-da-uniao/destinacao-de-imoveis/gestao-de-praias/anais-encogerco-2017_final.pdf,https://app.overton.io/document.php?policy_document_id=govdeptsbrazil-2f77fcdfa98d993e935584ac79db3466,,,Agriculture|Biodiversity|Brazil,por,"Ministry of Management and Innovation in Public Services","SDG 14: Life Below Water|SDG Target 14.2","Coastal management and ecology"
governmentofphillippines-712b3a0bf2e2ec9c2359407226158363,"C. Herb Ward",,Publication,"Government of the Philippines",Philippines,,"Public Sector",Government,"National Body|Public Service|Mixed Roles",2017-06-22,0,0,https://phlconnect.ched.gov.ph/admin/uploads/add217938e07bb1fd8796e0315b88c10/2017BookHabitatsAndBiotaOfTheGulfOfMex.pdf,https://app.overton.io/document.php?policy_document_id=governmentofphillippines-712b3a0bf2e2ec9c2359407226158363,,,"Aquatic ecology|Barrier island|Bathymetry",eng,"Commission on Higher Education","SDG 14: Life Below Water|SDG Target 14.1|SDG Target 14.2","Deepwater Horizon oil spill, Gulf of Mexico ecosystem, pre-spill conditions, post-spill effects"
europa-c10a7221ea6b6b066d3ec011f34cb9fe,"Transparent and accountable management of natural resources in developing countries","Transparent and accountable management of natural resources in developing countries - Publications Office of the EU",Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2017-06-13,18,23,https://op.europa.eu/en/publication-detail/-/publication/231e4536-50ad-11e7-a5ca-01aa75ed71a1/language-en,https://app.overton.io/document.php?policy_document_id=europa-c10a7221ea6b6b066d3ec011f34cb9fe,,,"Accountability|Climate change mitigation|Deforestation",eng,"Directorate-General for External Policies of the Union (European Parliament)|Bernard, Florence|Nzyoka, Judith|Minang, Peter|Duguma, Lalisa","SDG 15: Life on Land|SDG Target 15.2|SDG 16: Peace, Justice and Strong Institutions|SDG Target 16.6","Transparency and accountability in the forestry sector in developing countries"
europa-218614e8804f4a4cedaca1ae798be172,"Transparent and accountable management of natural resources in developing countries : the case of forests.",,Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2017-06-13,6,6,https://op.europa.eu/en/publication-detail/-/publication/231e4536-50ad-11e7-a5ca-01aa75ed71a1/language-en/format-PDF,https://app.overton.io/document.php?policy_document_id=europa-218614e8804f4a4cedaca1ae798be172,,,"Accountability|Climate change mitigation|Deforestation",eng,"Directorate-General for External Policies of the Union (European Parliament)|Nzyoka, Judith|Minang, Peter|Bernard, Florence|Duguma, Lalisa","SDG 15: Life on Land|SDG Target 15.2|SDG 16: Peace, Justice and Strong Institutions|SDG Target 16.6","Transparency and accountability in the forestry sector in developing countries"
umweltbundesamt-02ed011d29797906221ff46c709ccc78,"BIOMASSEKASKADEN Mehr Ressourceneffizienz durch stoffliche Kaskadennutzung von Biomasse – von der Theorie zur Praxis","BIOMASS CASCADES More resource efficiency through material cascade use of biomass - from theory to practice",Publication,"Umwelt Bundesamt",Germany,,"Public Sector",Government,"National Body|Government Agency|Research Centre|Monitoring or Regulatory Body",2017-06-13,5,17,https://www.umweltbundesamt.de/publikationen/biomassekaskaden-mehr-ressourceneffizienz-durch,https://app.overton.io/document.php?policy_document_id=umweltbundesamt-02ed011d29797906221ff46c709ccc78,,,Agriculture|Bioenergy|Biogas,ger,,"SDG 7: Affordable and Clean Energy|SDG Target 7.2|SDG 12: Responsible Consumption and Production|SDG Target 12.2|SDG Target 7.3","Cascading use of biomass for resource efficiency"
governmentofnepal-24529b901253c0e1ff3e26e80e8c401a,"Plan (NAP) Formulation Process in Nepal",,Publication,"Government of Nepal",Nepal,,"Public Sector",Government,"National Body|Public Service|Mixed Roles",2017-06-05,1,1,https://climate.mohp.gov.np/downloads/Synthesis_of_the_Stocktaking_Report_NAP_2017.pdf,https://app.overton.io/document.php?policy_document_id=governmentofnepal-24529b901253c0e1ff3e26e80e8c401a,,,Agriculture|Biodiversity|Cereal,eng,"Ministry of Health and Population","SDG 13: Climate Action|SDG Target 13.1|SDG Target 13.2","National Adaptation Plan (NAP) formulation process in Nepal"
govdeptsbrazil-57593c135a99d62db7a8e4ec2142c2a9,"NEOTROPICAL WILDLIFE SERIES II. CONFLICTS BETWEEN FELINES AND HUMANS IN LATIN AMERICA",,Publication,"Government of Brazil",Brazil,,"Public Sector",Government,"National Body|Public Service|Mixed Roles|Government Department",2017-06-05,0,0,https://www.imasul.ms.gov.br/wp-content/uploads/2020/06/2018-03-03-CONFLICTO-FELINOS-LIBRO-FINAL.pdf,https://app.overton.io/document.php?policy_document_id=govdeptsbrazil-57593c135a99d62db7a8e4ec2142c2a9,,,"Animal husbandry|Behavior|Colombia",spa,"Ministry of Health","SDG 15: Life on Land|SDG Target 15.5","Conflicts between humans and felids in Latin America"
ministrukabinets-a7fe2e3bbcd165121e9c383e1f8cdbef,"“ Assessment of ecosystems and their services for nature biodiversity conservation and management ” (LIFE",,Publication,"Government of Latvia",Latvia,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2017-05-24,0,0,https://ekosistemas.daba.gov.lv/public/download.php?id=224,https://app.overton.io/document.php?policy_document_id=ministrukabinets-a7fe2e3bbcd165121e9c383e1f8cdbef,,,,lav,"Nature Conservation Agency","SDG 15: Life on Land|SDG Target 15.1|SDG Target 15.9","Economic valuation of ecosystems and their services"
provinceofquebec-bf3cf73fa230db22d8fa30dcb7310940,"Rapport 333 - Enquête et audience publique","Report 333 - Investigation and public hearing",Publication,"Province of Québec",Canada,,"Public Sector",Government,"Regional or State Level Body|Mixed Roles|Public Service",2017-05-19,0,0,https://archives.bape.gouv.qc.ca/sections/rapports/publications/bape333.pdf,https://app.overton.io/document.php?policy_document_id=provinceofquebec-bf3cf73fa230db22d8fa30dcb7310940,,,"A-weighting|Abitibi-Témiscamingue|Air pollution",fre,,,"Environmental impact assessment of the Akasaba Ouest mine project"
