Entity,TimeWindow,QueryNumber,Query,Title,Link,Snippet,DisplayLink,TextFile,climate_relevant,unep_attributed,climate_policy_score,unep_attribution_score,instrument_type,action_stage,evidence_level,climate_justification,unep_justification,evidence_phrases
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,The green swan - Central banking and financial stability in ...,https://www.bis.org/publ/othp31.pdf,"Climate change poses new challenges to central banks, regulators and supervisors. This book reviews ways of addressing these new risks within central banks' ...",https://www.bis.org › publ › othp31,www_bis_org_The_green_swan_Central_banking_and_financial_stabi.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil in 2018-2022.",There is no explicit link between UNEP and any climate-related policy or strategy in Brazil during 2018-2022.,[]
Brazil,2018–2022,2,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Policy integration as a means to address policy fragmentation,https://www.sciencedirect.com/science/article/pii/S1462901121000563,"The challenge for developing an National REDD + Strategy is therefore not only to define and quantify drivers of deforestation and forest degradation, and ...",https://www.sciencedirect.com › science › article › pii,www_sciencedirect_com_Policy_integration_as_a_means_to_address_policy_fr.txt,False,False,0,0,none,none,unclear,,,[]
Brazil,2018–2022,2,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,The NDC document contains policies that showcase efforts ...,https://www.facebook.com/thecableng/posts/the-ndc-document-contains-policies-that-showcase-efforts-by-countries-to-reduce-/1997610280414621/,"These plans were called Nationally Determined Contributions (NDCs) and had a mandatory component with regards to the level of mitigation measures to be adopted, ...",5 reactions,www_facebook_com_The_NDC_document_contains_policies_that_showcase_e.txt,True,False,60,0,NDC,submitted,national,"The document mentions the submission of an updated climate action plan (NDC) to the UN, which showcases efforts to reduce national emissions and adapt to climate change impacts.",There is no explicit mention of UNEP's involvement or support in the submission of the climate action plan.,"[""NDC document contains policies"", ""submit updated climate action plan to UN""]"
Brazil,2018–2022,2,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,NDC Score Card: Measuring the Nationally Determined ...,https://www.hks.harvard.edu/sites/default/files/centers/mrcbg/files/123_final.pdf,DEAL is a score card towards NDCs implementation and economic transformation. It is aimed at (i) providing a framework for evaluating a country's climate change ...,https://www.hks.harvard.edu › files › 123_final,www_hks_harvard_edu_NDC_Score_Card_Measuring_the_Nationally_Determined.txt,False,False,0,0,none,none,none,The document does not provide specific information about Brazil's climate policies or actions between 2018-2022.,There is no mention of UNEP's involvement in supporting Brazil's climate policies or actions.,[]
Brazil,2018–2022,2,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,The Landscape of Climate Finance in Kenya,https://www.climatepolicyinitiative.org/wp-content/uploads/2021/03/The-Landscape-of-Climate-Finance-in-Kenya.pdf,"Other climate change policies, plans, and legislations include: the National Adaptation Plan. 2015-2030, the Nationally Determined Contribution 2015-2030, ...",https://www.climatepolicyinitiative.org › 2021/03,www_climatepolicyinitiative_org_The_Landscape_of_Climate_Finance_in_Kenya.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to Brazil's climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks adopted during 2018-2022.",There is no explicit link between UNEP and any climate policy or strategy in Brazil during 2018-2022.,[]
Brazil,2018–2022,2,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Taking stock of national climate policies to evaluate ...,https://www.nature.com/articles/s41467-020-15414-6,Many countries have implemented national climate policies to accomplish pledged Nationally Determined Contributions and to contribute to the temperature ...,https://www.nature.com › ... › articles,www_nature_com_Taking_stock_of_national_climate_policies_to_evalu.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to Brazil's climate mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework for the time window 2018-2022.",There is no explicit link between UNEP and any climate policy or strategy in Brazil for the time window 2018-2022.,[]
Brazil,2018–2022,2,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,SETTING THE PARIS AGREEMENT IN MOTION:,https://newclimate.org/sites/default/files/2018/08/PACT-Setting-the-Paris-Agreement-in-Motion-Key-Requirements-for-the-Implementing-Guidelines.pdf,"The Paris. Agreement provides a framework for communicating and maintaining nationally determined contributions. (NDCs). To advance this framework, Parties ...",https://newclimate.org › default › files › 2018/08,newclimate_org_SETTING_THE_PARIS_AGREEMENT_IN_MOTION_.txt,False,False,0,0,none,none,unclear,,,[]
Brazil,2018–2022,2,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,13. Climate action | 2030 Agenda in Latin America and the ...,https://agenda2030lac.org/en/sdg/13-climate-action,"In Latin America and the Caribbean, 29 of the 33 countries have either submitted updated nationally determined contributions or successive nationally determined ...",https://agenda2030lac.org › sdg › 13-climate-action,agenda2030lac_org_13_Climate_action_2030_Agenda_in_Latin_America_and.txt,True,False,60,0,"national adaptation plan, climate law, NDC","developed, submitted",regional,"The document mentions that Brazil, along with other countries, has made progress in climate action, including submitting updated nationally determined contributions, national adaptation plans, and long-term strategies. It also notes that 11 countries in the region have national climate change laws in place, and 4 others are in the process of adopting them.",There is no explicit mention of UNEP's role in supporting or enabling the climate policy outcomes in Brazil or the region.,"[""29 of the 33 countries have either submitted updated nationally determined contributions or successive nationally determined contributions to the United Nations Framework Convention on Climate Change (UNFCCC)"", ""15 countries in the region have submitted their national adaptation plans"", ""8 countries have defined their long-term strategies"", ""Brazil, Chile, Grenada, Saint Lucia and Uruguay, which have even submitted sectoral adaptation plans"", ""11 countries have national climate change laws in place, while 4 others are in the process of adopting them""]"
Brazil,2018–2022,2,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Papua New Guinea's Enhanced Nationally Determined ...,https://unfccc.int/sites/default/files/NDC/2022-06/PNG%20Second%20NDC.pdf,"Papua New Guinea signed the United Nations Framework Convention on Climate Change (UNFCCC) in June 1992 in Rio de Janeiro, Brazil, and became a Party after ...",https://unfccc.int › sites › default › files › NDC,unfccc_int_Papua_New_Guinea_s_Enhanced_Nationally_Determined_.txt,False,False,0,0,none,none,none,The document does not discuss climate change policies or actions for Brazil during 2018-2022. It focuses on Papua New Guinea's Nationally Determined Contribution.,There is no mention of UNEP in relation to climate change policies or actions for Brazil during 2018-2022.,[]
Brazil,2018–2022,2,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Nature-based Solutions in Nationally Determined ...,https://portals.iucn.org/library/sites/library/files/documents/2019-030-En.pdf,"For example, NDCs could be aligned with National Adaptation Plans and National. Adaptation Programmes of Action, as well as with other relevant international.",https://portals.iucn.org › library › files › documents,portals_iucn_org_Nature_based_Solutions_in_Nationally_Determined_.txt,False,False,0,0,none,none,none,"The document does not provide explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil during 2018-2022.",There is no explicit link between UNEP and any climate policy or legal framework in Brazil during 2018-2022.,[]
